TITLE,Topic
"""‘Brutal’ battle for Kyiv looms as Russian troops enter Ukraine’s capital""",War
"""Putin tells Xi he is open to Ukraine talks""",War
"""We are advised to wrap ourselves with Indian flag for safety, says Vizag student stuck in Ukraine""",War
"""Oscar winner Sean Penn filming documentary in Ukraine""",War
"""EU Set to Freeze Assets of Russia’s Putin, Lavrov Over Ukraine""",War
"""Russia ready to send delegation to Minsk for talks with Ukraine – agencies""",War
"""‘You’re on your own’: African students stuck in Ukraine seek refuge or escape route""",War
"""The other front in Putin's Ukraine invasion: online disinformation""",War
"""China-US relations: top former American envoys call for talks and restraint as Ukraine crisis adds to tensions""",War
"""EU goes after Putin and Lavrov holdings over Ukraine – official""",War
"""Rally in support of Ukraine this weekend in Vernon""",War
"""Pope Francis calls for dialogue to end Russia and Ukraine conflict""",War
"""Ukraine wages social media war against Russia""",War
"""Lee, Sim attack Yoon over security, citing Ukraine crisis""",War
"""Ukraine demands tougher sanctions against Russia as rocket strikes hit Kyiv""",War
"""Sorting fact, disinformation after Russian attack on Ukraine""",War
"""As Russian forces close in on Kyiv, Ukraine puts up brave resistance | Round-up""",War
"""Visa requirements between Ukraine and Ireland lifted with immediate effect""",War
"""Ukraine invasion: why China is more likely to support Russia than in the past""",War
"""Russia-Ukraine Crisis | Technologies with Ukrainian roots and people who created them""",War
"""F1 won’t race in Russia this year after Ukraine invasion""",War
"""The world is bracing for a global cyber war as Russia invades Ukraine""",War
"""ESA to continue cooperation but monitoring situation following Russia’s invasion of Ukraine""",War
"""F1: Russian Grand Prix Cancelled Amidst Ukraine Invasion""",War
"""Departing from protocol, Pope goes to Russian embassy over Ukraine""",War
"""Russia Ukraine War: Haas drops Russian sponsorship at F1 testing""",War
"""Bitcoin price surges after Ukraine invasion sparked dramatic crash""",War
"""Andriy Shevchenko’s plea for Russia’s invasion of Ukraine: “My family is under attack”""",War
"""Formula One cancels 2022 Russian Grand Prix after Putin's Ukraine invasion""",War
"""How to help the people of Ukraine: 3 ideas for giving""",War
"""How to help the people of Ukraine: 3 ideas for giving - Fox News""",War
"""40 Indian Medical Students Walk 8 km To Poland Border To Escape Ukraine - NDTV""",War
"""Russian minister makes bizarre Ireland argument to justify Ukraine invasion""",War
"""‘This is not a debate, Russian teams can’t play’ – Simon Jordan urges UEFA and FIFA to act by kicking Spartak Moscow out of Europa League and Russia out of World Cup as invasion of Ukraine gathers pace""",War
"""Ukraine war: Cabinet Committee on Security likely to meet again on Saturday""",War
"""Russian Grand Prix cancelled after Ukraine invasion""",War
"""UN refugee agency says millions may flee Ukraine if war continues""",War
"""Yoon-Lee exchange tit-for-tat on Ukraine crisis""",War
"""What Putin told China's President Xi Jinping about Russian invasion on Ukraine""",War
"""There are Bigger Atomic Worries Than Chernobyl in Ukraine""",War
"""Formula One cancels Russian Grand Prix in the wake of Ukraine crisis""",War
"""Russia Ukraine War: Paris replaces Russia for Champions League final""",War
"""Russian F1 GP cancelled and may switch to Turkey after Ukraine invasion""",War
"""Breaking: F1 cancels Russian GP due to military invasion of Ukraine""",War
"""Sean Penn filming documentary in Ukraine about Russia’s invasion""",War
"""Formula One cancels 2022 Russian Grand Prix considering the situation in Ukraine""",War
"""Formula 1 cancels Russian GP for 2022 after Russian invasion of Ukraine""",War
"""How the outgunned Ukraine army is valiantly fighting back against Russia""",War
"""Trump's response to Putin's invasion of Ukraine reveals GOP fissures""",War
"""Ukraine's capital under threat as Russia presses invasion""",War
"""WATCH: Fighting erupts across Ukraine as Putin’s military invades""",War
"""Ukraine-Russia conflict: Kyiv residents told to make Molotov cocktails""",War
"""Formula One cancels Russian Grand Prix after Ukraine invasion""",War
"""Missiles hit Kyiv as Ukraine capital girds for Russian assault""",War
"""Ukraine: Companies down tools and scramble to protect staff as Russian troops advance""",War
"""China may take 'wrong lessons' from US, NATO response to Ukraine invasion: experts""",War
"""UKRAINE WAR - Russians reach Kyiv as Putin urges Ukraine army to overthrow gov't""",War
"""Global central banks were on the same page, but Ukraine may reshape that""",War
"""Chinese tech firms including Xiaomi, Oppo fear Ukraine operations could become casualty of Russian invasion""",War
"""The Lex Newsletter: truth, lies, grain and the invasion of Ukraine""",War
"""John Cena's 'Peacemaker' tweet slammed for using Russian invasion of Ukraine""",War
"""Putin started lying about Ukraine invasion two months ago, Russian President's ex-spokesman admits""",War
"""Russian Conductor Who Supports Putin Dropped by Carnegie Hall and Faces Exit From Milan’s La Scala Following Ukraine Invasion""",War
"""Russia-Ukraine Conflict: UEFA Shifts Champions League Final From Russia To Paris""",War
"""Ukraine military forces seen on streets of Kyiv""",War
"""Ukraine's capital under threat as Russia presses invasion""",War
"""Ukraine Officials Declare Explosion at Kyiv Apartment Complex a 'Terrorist Attack'""",War
"""Bernie Ecclestone defends 'honourable' Vladimir Putin as Russia invade Ukraine""",War
"""Oil could soar 27% to $125 a barrel by May as the Russia-Ukraine conflict triggers a 'supply shock', Goldman Sachs says""",War
"""FIA say it is ‘impossible to hold the Russian Grand Prix in the current circumstance’ after invasion of Ukraine""",War
"""WHO expresses concern over potential health, humanitarian crisis in Ukraine""",War
"""Urban legend of the ‘Ghost of Kyiv’ rises amid Ukraine-Russia crisis""",War
"""What to know about new U.S. sanctions targeting Russia over Ukraine""",War
"""Formula One cancel 2022 Russian Grand Prix following invasion of Ukraine after Sebastian Vettel hit out at ‘mad’ Vladimir Putin regime""",War
"""NATO leaders meet to reassure allies near Russia, Ukraine""",War
"""Russian Grand Prix cancelled after country stripped of Champions League final following invasion of Ukraine - Sky News""",War
"""UK faces crippling price hikes with Ukraine crisis to send inflation soaring over 8%""",War
"""Russian Grand Prix Cancelled In Wake Of Ukraine Crisis: Formula One""",War
"""F1 won’t race in Russia this year after Ukraine invasion""",War
"""European Space Agency to keep working with Russia on ISS and trip to Mars despite Ukraine war""",War
"""Zelenskiy steps into a role few expected: Ukraine’s wartime president""",War
"""Formula One cancels Russian Grand Prix following invasion of Ukraine""",War
"""Ukraine War Shifts Balance of Power---Among Airlines""",War
"""Investing legend Mark Mobius says load up on gold, Chinese equities and other emerging market stocks to cushion against the Russia-Ukraine conflict""",War
"""Celebrities react to Russia-Ukraine conflict: 'My heart hurts'""",War
"""Ukraine Asks for South Korea Cybersecurity Aid Amid Russia Invasion""",War
"""BREAKING: F1 cancels Russian Grand Prix after ‘sadness and shock’ of Ukraine invasion""",War
"""Oil prices take breather as Russia advances further on Ukraine""",War
"""Roque warns Filipinos on Ukraine vs Russia war""",War
"""Satellite photos reveal details of Russian invasion into Ukraine""",War
"""From WhatsApp to Grammarly: Ukraine's Influence on the World of Tech""",War
"""Formula One cancels Russian Grand Prix following Ukraine invasion""",War
"""Gigi Hadid, Kendall Jenner and others celebs react to Russia-Ukraine war crisis""",War
"""Ukraine and Russia: A rundown of updates for Feb. 25, 2022""",War
"""Russia Grand Prix axed from 2022 schedule as F1 chiefs respond to Ukraine invasion""",War
"""Medicos in Ukraine waiting for evacuation""",War
"""Russia allowed to compete in Eurovision 2022, despite Ukraine invasion""",War
"""Is Putin’s Ukraine invasion the start of World War III?""",War
"""Champions League final moved from St Petersburg to Paris after Russia invades Ukraine - The Independent""",War
"""F1 calls off Russian Grand Prix following Ukraine invasion""",War
"""Russia-Ukraine war impact on global markets, international oil prices""",War
"""UEFA strips Russia of Champions League final over Ukraine attacks - Al Jazeera English""",War
"""NATO leaders meet to reassure allies near Russia, Ukraine""",War
"""Ukraine port closure hits exports at UK-listed Ferrexpo""",War
"""No need to cancel or postpone Mobile World Congress over Ukraine crisis, organizer says""",War
"""Remain strong, safe and alert: Indian embassy in Ukraine to stranded Indians""",War
"""Formula One cancel Russian Grand Prix following invasion of Ukraine""",War
"""‘What if they banned English in Ireland?’ Russian foreign minister Sergei Lavrov uses bizarre justification for Ukraine invasion""",War
"""How war in Ukraine threatens the world’s economic recovery""",War
"""Russia invasion: What is happening in Ukraine right now?""",War
"""No need to cancel or postpone Mobile World Congress over Ukraine crisis, organizer says""",War
"""Daily Briefing Feb. 25 – Ukraine crisis: Focus on Jewish communities & Nazi labels""",War
"""The Simpsons boss responds to fan theory show ‘predicted’ Russia-Ukraine crisis""",War
"""Taiwanese express sympathy for Ukraine but doubt Beijing will use opportunity to attack island""",War
"""Biden, Trump and the ‘who lost Ukraine’ debate""",War
"""Rally for Ukraine scheduled for Saturday""",War
"""Leeroy Jenkins meme returns to Twitter as plane ‘heads for Ukraine’""",War
"""OPINION - Russia’s invasion of Ukraine asks tough questions of ESG""",War
"""Ukraine: Remain neutral, foreign affairs expert urges Nigeria""",War
"""Ukraine asks for South Korea cybersecurity aid amid Russia invasion""",War
"""Stocks rise after Ukraine panic, oil back below $100""",War
"""Disgusted Seth Meyers skewers Trump over his reaction to Putin’s Ukraine invasion: ‘It’s not a f***ing real estate deal’""",War
"""Watch why Russia wants India's support at UNSC on Ukraine operation - Hindustan Times""",War
"""Oil Prices Shift in Response to Russian Attack on Ukraine - VOCM""",War
"""Russia Invades Ukraine and Europe Buys More Gas. Here’s Why""",War
"""Syrian president Assad backs Putin on Ukraine - Syrian presidency""",War
"""Three ways you can support Ukraine as Russia declares war""",War
"""Anonymous launches attacks against Russia and pledges support for Ukraine against ‘Kremlin’s brutal invasion’""",War
"""Russian FM says nobody occupying Ukraine""",War
"""Russia-Ukraine Crisis—How To Tell If Pictures And Videos Are Fake""",War
"""Georgia GOP candidate, a retired Marine colonel, urges military to reverse transgender policy amid Ukraine war""",War
"""President Volodomyr Zelenskyy: Zelenskyy on Twitter, how old is the Ukrainian President and how has he responded to the Russia-Ukraine war?""",War
"""China’s Xi Urges Putin to Negotiate With Ukraine During Call""",War
"""EU warns Russia of more possible sanctions over Ukraine invasion""",War
"""Ukraine crisis: China walks ‘diplomatic tightrope’, but impact of sanctions on Russia seen as ‘limited’ for bilateral trade""",War
"""Ukraine invasion: President tells his troops 'you are all we have' as he accuses Europe of insufficient reaction""",War
"""Blocking the roads! Ukraine makes defiant stand as Kiev destroyed - PICTURES""",War
"""Ukraine’s President Says He Is ‘Target No. 1’""",War
"""Russia’s foreign minister repeats false claim Moscow aims to ‘denazify’ Ukraine""",War
